0;HDS;INEA E PCT TRANSPORTES EIRELI;CTRCS ATRASADOS DE ENTREGA - EXCEL;08/04/2026;14:23
1;FILIAL;CTRC;AUTORIZACAO;TIPO DOCUMENTO;NF;CNPJ REMETENTE;REMETENTE;CNPJ PAGADOR;PAGADOR;CNPJ DESTINATARIO;DESTINATARIO;UF DESTINO;CIDADE DESTINO;ENTREGA AGENDADA;PREVISAO ENTREGA;ATRASO;UNIDADE ORIGEM;UNIDADE DESTINO;UNIDADE ATUAL;LOCALIZACAO ATUAL;COD ULTIMA OCORRENCIA;INSTRUCAO/COMPLEMENTO ULTIMA OCORRENCIA;DATA ULTIMA OCORRENCIA;RESPONSABILIDADE CLIENTE;VAL MERC;FRETE;QTD VOLUMES;PESO;M3;
2;JOI;RJO003740-1;27/03/2026;SUBCONTRATO EXPEDICAO;  1456237;17162579001830;LIDER TAXI  ..;11040609000100;H. D. LOG TRANS .1;92664028002519;FERRAMENTAS ..;SC;JOINVILLE;          ;02/04/26;  6;RJO;JOI;JOI;;84;Chegada na unidade JOINVILLE em 02/04/26, 16:19h.;02/04/2026;NAO;     9.319,34;       270,66;12;       107;         0;
2;JOI;RJO003741-9;27/03/2026;SUBCONTRATO EXPEDICAO;  1455597;05524572001084;ICONIC LUBR ..;11040609000100;H. D. LOG TRANS .1;92664028002519;FERRAMENTAS ..;SC;JOINVILLE;          ;02/04/26;  6;RJO;JOI;JOI;;84;Chegada na unidade JOINVILLE em 02/04/26, 16:19h.;02/04/2026;NAO;     1.993,24;       108,30;2;        20;         0;
2;JOI;RJO003735-4;27/03/2026;NORMAL;    75535;23476033001856;BMB MATERIA ..;13890656000179;CLAW COML IMPOR B.;13890656000179;CLAW COML I B.;SC;JARAGUA DO SUL;          ;02/04/26;  6;RJO;JOI;RJO;;98;SEGUIR COM DEVOLUCAO ;27/03/2026;NAO;       215,79;         0,10;1;         4;         0;
2;RJO;JOI118094-1;03/02/2026;NORMAL;   861444;06913480002616;DIMENSIONAL C2;06913480002616;DIMENSIONAL BRA C2;28672087000162;SAINT GOBAI ..;RJ;BARRA MANSA;          ;11/02/26; 56;JOI;RJO;RJO;;05;MERCADORIA DESACORDO COM PEDIDO/NAO PEDIDO/CANCELA EM 24/02/26 17:00H;24/02/2026;SIM;        71,20;       188,80;1;         3;         0;
2;RJO;JOI120876-4;23/03/2026;NORMAL;  2422368;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;23476033001856;BMB MATERIA ..;RJ;DUQUE DE CAXIAS;01/04/2026;01/04/26;  7;JOI;RJO;RJO;ROMANE;05;AC SAC;01/04/2026;SIM;     4.377,39;       416,66;16;        52;         0;
2;RJO;JOI119986-2;05/03/2026;NORMAL;  2416927;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;17400143000193;MAXIMIL ATA ..;RJ;TRES RIOS;          ;16/03/26; 23;JOI;RJO;RJO;;07;OC 968491 ;16/03/2026;NAO;       820,25;       217,64;1;        12;         0;
2;RJO;JOI121343-1;30/03/2026;NORMAL;     7147;19164523000100;MITON FABRI C.;19164523000100;MITON FABRICA D C.;24507619000155;A1 TREINAME ..;RJ;RIO DE JANEIRO;          ;07/04/26;  1;JOI;RJO;HDL;ROMANE;10;AC SAC;06/04/2026;SIM;       577,54;        82,39;1;         3;         0;
2;RJO;JOI119263-9;23/02/2026;NORMAL;   874679;06913480002616;DIMENSIONAL C2;06913480002616;DIMENSIONAL BRA C2;10560694000256;METALURGICA ..;RJ;VALENCA;          ;03/03/26; 36;JOI;RJO;RJO;ROMANE;13;ENTREGA PREJUDICADA PELO HORARIO EM 06/04/26 19:57H (OPC 038).;06/04/2026;NAO;     1.335,00;       191,67;1;         0;         0;
2;RJO;JOI121204-4;27/03/2026;NORMAL;    27655;20231436000107;PENINSULA I C.;20231436000107;PENINSULA IMPOR C.;02828889000125;D.A.S. COME ..;RJ;ARARUAMA;31/03/2026;31/03/26;  8;JOI;RJO;RJO;;13;ENTREGA PREJUDICADA PELO HORARIO OU TRANSITO EM 31/03/26 18:00H;31/03/2026;NAO;     2.806,24;       113,18;2;        17;         0;
2;RJO;JOI121136-6;26/03/2026;NORMAL;  2424384;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;08626592000325;20.25 F.A.  ..;RJ;RIO DE JANEIRO;          ;01/04/26;  7;JOI;RJO;RJO;ROMANE;13;ENTREGA PREJUDICADA PELO HORARIO/TRANSITO EM 07/04/26 17:42H;07/04/2026;NAO;    28.548,24;     1.310,95;49;       539;         0;
2;RJO;JOI121497-7;31/03/2026;NORMAL;  2426368;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;08626592000325;20.25 F.A.  ..;RJ;RIO DE JANEIRO;          ;07/04/26;  1;JOI;RJO;HDL;ROMANE;13;ENTREGA PREJUDICADA PELO HORARIO/TRANSITO EM 07/04/26 17:42H;07/04/2026;NAO;       625,47;       343,24;3;        17;         0;
2;RJO;JOI120827-6;23/03/2026;NORMAL;   592471;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;02828889000125;D.A.S. COME ..;RJ;CABO FRIO;31/03/2026;31/03/26;  8;JOI;RJO;RJO;;15;ENTREGA AGENDADA P/ 31/03/26 16:00 - CONTATO 000, FONE 000.;30/03/2026;NAO;     3.190,62;       290,45;3;        13;         0;
2;RJO;JOI120985-0;25/03/2026;NORMAL;   595795;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;02828889000125;D.A.S. COME ..;RJ;CABO FRIO;31/03/2026;31/03/26;  8;JOI;RJO;RJO;;15;ENTREGA AGENDADA P/ 31/03/26 16:00 - CONTATO 0000, FONE 000.;30/03/2026;NAO;     7.262,52;       353,83;8;        37;         0;
2;RJO;JOI121383-1;30/03/2026;NORMAL;  2425823;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;48983740000111;ZEP MATERIA ..;RJ;RIO DE JANEIRO;          ;06/04/26;  2;JOI;RJO;HDL;ROMANE;27;SEGUIR COM DEVOLUCAO - AC LOGISTICA;08/04/2026;NAO;     4.116,21;       275,45;8;        83;         0;
2;RJO;JOI116220-9;08/01/2026;NORMAL;  2398402;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;08626592000244;20.26 F.A T ..;RJ;RIO DE JANEIRO;          ;14/01/26; 84;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 13/01/26 12:53H;13/01/2026;SIM;       750,63;       344,09;1;        12;         0;
2;RJO;JOI116701-4;16/01/2026;NORMAL;    15508;11894188000266;MELFI IMP E B.;11894188000266;MELFI IMP E COM B.;28301090000170;M.A. COELHO ..;RJ;RIO DE JANEIRO;          ;22/01/26; 76;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 22/01/26 10:08H;22/01/2026;SIM;     4.630,57;       249,64;17;       144;         0;
2;RJO;JOI116416-3;14/01/2026;NORMAL;   534741;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;02037933000189;RAVEL COMER ..;RJ;SAO JOAO DE MERITI;23/01/2026;23/01/26; 75;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 23/01/26 10:28H;23/01/2026;SIM;    21.252,94;       633,31;39;       221;         1;
2;RJO;JOI116422-8;14/01/2026;NORMAL;    14565;75339051001385;DOCOL INDUS A2;75339051001385;DOCOL INDUSTRIA A2;02037933000189;RAVEL COMER ..;RJ;SAO JOAO DE MERITI;23/01/2026;23/01/26; 75;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 23/01/26 10:28H;23/01/2026;SIM;     2.490,00;       284,98;2;        20;         0;
2;RJO;JOI117133-0;22/01/2026;NORMAL;   854649;06913480002616;DIMENSIONAL C2;06913480002616;DIMENSIONAL BRA C2;95422218001031;METALURGICA ..;RJ;BARRA DO PIRAI;05/02/2026;05/02/26; 62;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 05/02/26 17:55H;05/02/2026;SIM;     1.559,80;       192,18;1;         2;         0;
2;RJO;JOI117650-1;28/01/2026;NORMAL;   857875;06913480002616;DIMENSIONAL C2;06913480002616;DIMENSIONAL BRA C2;95422218001031;METALURGICA ..;RJ;BARRA DO PIRAI;05/02/2026;05/02/26; 62;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 05/02/26 17:55H;05/02/2026;SIM;     5.287,39;       258,18;8;        13;         0;
2;RJO;JOI117767-2;29/01/2026;NORMAL;   859831;06913480002616;DIMENSIONAL C2;06913480002616;DIMENSIONAL BRA C2;95422218001031;METALURGICA ..;RJ;BARRA DO PIRAI;05/02/2026;05/02/26; 62;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 05/02/26 17:55H;05/02/2026;SIM;     1.197,35;       191,35;6;        15;         0;
2;RJO;JOI116997-1;21/01/2026;NORMAL;  2403150;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;23476033000701;BMB MATERIA ..;RJ;SAO GONCALO;09/02/2026;09/02/26; 58;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;09/02/2026;SIM;     4.131,94;       404,88;4;        43;         0;
2;RJO;JOI117860-1;30/01/2026;NORMAL;  2406262;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;23476033000701;BMB MATERIA ..;RJ;SAO GONCALO;09/02/2026;09/02/26; 58;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;09/02/2026;SIM;     3.663,66;       411,80;4;        56;         0;
2;RJO;JOI117971-3;02/02/2026;NORMAL;    40603;79655197000157;METALURGICA B.;79655197000157;METALURGICA CAC B.;23476033000701;BMB MATERIA ..;RJ;SAO GONCALO;09/02/2026;09/02/26; 58;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;09/02/2026;SIM;     3.391,24;       317,99;3;        14;         0;
2;RJO;JOI118369-9;06/02/2026;NORMAL;   865910;06913480002616;DIMENSIONAL C2;06913480002616;DIMENSIONAL BRA C2;04543932000131;FLEXPRIN IN ..;RJ;MAGE;          ;16/02/26; 51;JOI;RJO;RJO;;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 25/02/26 15:00H;25/02/2026;SIM;     2.671,60;       214,18;14;       170;         0;
2;RJO;JOI118655-8;12/02/2026;NORMAL;   559333;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05067499000259;CARRAPETA B ..;RJ;TERESOPOLIS;          ;23/02/26; 44;JOI;RJO;RJO;;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 25/02/26 15:00H;25/02/2026;SIM;     2.455,16;       259,34;4;       120;         0;
2;RJO;JOI118953-1;18/02/2026;NORMAL;  2411787;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;08626592000678;F A TOTAL C ..;RJ;RIO DE JANEIRO;          ;24/02/26; 43;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 24/02/26 12:43H;24/02/2026;SIM;     8.903,98;       334,00;25;       182;         0;
2;RJO;JOI118967-1;18/02/2026;NORMAL;  2411865;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;08626592000597;F.A. TOTAL  ..;RJ;RIO DE JANEIRO;          ;24/02/26; 43;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 24/02/26 17:19H;24/02/2026;SIM;    18.591,67;       822,34;60;       377;         0;
2;RJO;JOI118971-9;18/02/2026;NORMAL;  2412266;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;08626592000244;20.26 F.A T ..;RJ;RIO DE JANEIRO;          ;24/02/26; 43;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 26/02/26 13:14H;26/02/2026;SIM;    50.727,10;     2.183,31;105;       976;         0;
2;RJO;JOI118927-1;18/02/2026;NORMAL;   563014;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05067499000259;CARRAPETA B ..;RJ;TERESOPOLIS;          ;26/02/26; 41;JOI;RJO;RJO;;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 25/02/26 15:00H;25/02/2026;SIM;     5.729,51;       172,97;3;        15;         0;
2;RJO;JOI119137-3;20/02/2026;NORMAL;  2412779;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;62292384000200;SPJ MATERIA ..;RJ;RIO DE JANEIRO;          ;26/02/26; 41;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 27/02/26 13:20H;27/02/2026;SIM;    25.083,34;     1.116,15;87;       525;         0;
2;RJO;JOI119154-3;20/02/2026;NORMAL;  2413581;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;08626592000244;20.26 F.A T ..;RJ;RIO DE JANEIRO;          ;26/02/26; 41;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 26/02/26 13:14H;26/02/2026;SIM;     3.268,53;       409,10;2;        50;         0;
2;RJO;JOI119255-8;23/02/2026;NORMAL;   567369;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05879152001363;04.11 BOTTI ..;RJ;NITEROI;03/03/2026;03/03/26; 36;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 03/03/26 11:28H;03/03/2026;SIM;     5.734,14;       307,25;5;        17;         0;
2;RJO;JOI119316-3;24/02/2026;NORMAL;    45882;12554478000142;UNIFORTTE I B.;12554478000142;UNIFORTTE INDUS B.;00352465000101;R S FREZ MA ..;RJ;RIO DE JANEIRO;          ;03/03/26; 36;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 03/03/26 09:34H;03/03/2026;SIM;    10.576,80;       623,72;55;       397;         0;
2;RJO;RJO003653-6;10/02/2026;NORMAL;    45793;12554478000142;UNIFORTTE I B.;12554478000142;UNIFORTTE INDUS B.;05953543000228;06.02 L.L.E ..;RJ;DUQUE DE CAXIAS;03/03/2026;03/03/26; 36;RJO;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 03/03/26 13:56H;03/03/2026;SIM;     3.396,60;        80,00;17;        49;         0;
2;RJO;JOI118958-1;18/02/2026;NORMAL;  2411356;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;32287542000183;CASA CARDAO ..;RJ;COMENDADOR LEVY GASPARIAN;04/03/2026;04/03/26; 35;JOI;RJO;RJO;;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 04/03/26 16:00H;04/03/2026;SIM;    42.453,98;     2.713,63;96;     1.192;         0;
2;RJO;JOI119287-6;24/02/2026;NORMAL;   568478;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05067499000259;CARRAPETA B ..;RJ;TERESOPOLIS;          ;04/03/26; 35;JOI;RJO;RJO;;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 05/03/26 16:00H;05/03/2026;SIM;     5.562,61;       171,45;4;        27;         0;
2;RJO;JOI119743-6;02/03/2026;NORMAL;  2416015;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;34743325000186;O CARVALHAO ..;RJ;RIO DE JANEIRO;          ;06/03/26; 33;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 06/03/26 16:37H;06/03/2026;SIM;     5.568,75;       285,35;11;        99;         0;
2;RJO;JOI119568-9;27/02/2026;NORMAL;   570944;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;01183645001060;VILAREJO DE ..;RJ;CASIMIRO DE ABREU;          ;09/03/26; 30;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO CLIENTE EM 13/03/26 17:00H;13/03/2026;SIM;     6.556,41;       328,20;1;         6;         0;
2;RJO;JOI119469-1;26/02/2026;NORMAL;   569470;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05879152001363;04.11 BOTTI ..;RJ;NITEROI;10/03/2026;10/03/26; 29;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 10/03/26 12:58H;10/03/2026;SIM;     4.360,08;       277,18;2;        12;         0;
2;RJO;JOI119688-0;02/03/2026;NORMAL;   574313;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;11689119000130;MARIO TELHA ..;RJ;MACAE;          ;10/03/26; 29;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO CLIENTE EM 13/03/26 17:00H;13/03/2026;SIM;    13.727,79;       299,08;8;        46;         0;
2;RJO;JOI119785-1;03/03/2026;NORMAL;   575174;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05879152001363;04.11 BOTTI ..;RJ;NITEROI;10/03/2026;10/03/26; 29;JOI;RJO;JOI;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 10/03/26 12:58H;10/03/2026;SIM;     3.609,94;       277,08;7;        14;         0;
2;RJO;JOI119812-2;03/03/2026;NORMAL;    16030;75339051001385;DOCOL INDUS A2;75339051001385;DOCOL INDUSTRIA A2;11689119000130;MARIO TELHA ..;RJ;MACAE;          ;11/03/26; 28;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO CLIENTE EM 13/03/26 17:00H;13/03/2026;SIM;     3.989,67;       176,34;3;        14;         0;
2;RJO;JOI119914-5;04/03/2026;NORMAL;   576345;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05879152001363;04.11 BOTTI ..;RJ;NITEROI;12/03/2026;12/03/26; 27;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 12/03/26 11:24H;12/03/2026;SIM;     1.109,87;       238,00;1;         2;         0;
2;RJO;JOI119989-7;05/03/2026;NORMAL;  2417094;58514928002037;MEXICHEM BR A1;58514928002037;MEXICHEM BRASIL A1;24562909000100;ADL DISTR   ..;RJ;DUQUE DE CAXIAS;12/03/2026;12/03/26; 27;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 12/03/26 12:00H;12/03/2026;SIM;    34.805,23;     1.623,45;114;       794;         0;
2;RJO;JOI120036-4;05/03/2026;NORMAL;   578090;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;30290688000152;FERRAGENS R ..;RJ;RIO DE JANEIRO;12/03/2026;12/03/26; 27;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 12/03/26 07:51H;12/03/2026;SIM;     3.552,00;       287,40;4;        35;         0;
2;RJO;JOI120059-3;05/03/2026;NORMAL;   578466;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;05879152001363;04.11 BOTTI ..;RJ;NITEROI;12/03/2026;12/03/26; 27;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 12/03/26 11:24H;12/03/2026;SIM;     2.345,25;       265,58;1;         6;         0;
2;RJO;JOI119716-9;02/03/2026;NORMAL;   574554;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;12063217000120;JPS MATERIA ..;RJ;RIO DE JANEIRO;13/03/2026;13/03/26; 26;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 13/03/26 14:56H;13/03/2026;SIM;     5.529,96;       146,81;8;        22;         0;
2;RJO;JOI120079-8;05/03/2026;NORMAL;   578399;75339051000141;DOCOL INDUS A2;75339051000141;DOCOL INDUSTRIA A2;01183645001060;VILAREJO DE ..;RJ;CASIMIRO DE ABREU;          ;13/03/26; 26;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO CLIENTE EM 13/03/26 17:00H;13/03/2026;SIM;       579,57;       257,61;1;         3;         0;
2;RJO;JOI119653-7;02/03/2026;NORMAL;    45978;12554478000142;UNIFORTTE I B.;12554478000142;UNIFORTTE INDUS B.;32287542000183;CASA CARDAO ..;RJ;COMENDADOR LEVY GASPARIAN;17/03/2026;17/03/26; 22;JOI;RJO;RJO;ROMANE;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO EM 17/03/26 11:32H;17/03/2026;SIM;    13.452,80;     1.216,80;47;       366;         0;
