0;HDS;INEA E PCT TRANSPORTES EIRELI;CTRCS ATRASADOS DE ENTREGA - EXCEL;08/04/2026;14:23
1;FILIAL;CTRC;AUTORIZACAO;TIPO DOCUMENTO;NF;CNPJ REMETENTE;REMETENTE;CNPJ PAGADOR;PAGADOR;CNPJ DESTINATARIO;DESTINATARIO;UF DESTINO;CIDADE DESTINO;ENTREGA AGENDADA;PREVISAO ENTREGA;ATRASO;UNIDADE ORIGEM;UNIDADE DESTINO;UNIDADE ATUAL;LOCALIZACAO ATUAL;COD ULTIMA OCORRENCIA;INSTRUCAO/COMPLEMENTO ULTIMA OCORRENCIA;DATA ULTIMA OCORRENCIA;RESPONSABILIDADE CLIENTE;VAL MERC;FRETE;QTD VOLUMES;PESO;M3;
2;RJO;JOI116337-0;13/01/2026;SUBCONTRATO EXPEDICAO;  1431140;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;02382073000110;PROLAGOS SA ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;     4.890,02;       122,02;5;        69;         0;
2;RJO;JOI116338-8;13/01/2026;SUBCONTRATO EXPEDICAO;   522041;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;13624955000161;EDNO E MATO ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;     1.123,87;        60,59;1;        10;         0;
2;RJO;JOI116339-6;13/01/2026;SUBCONTRATO EXPEDICAO;   251871;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;10492984000129;BIOMAQ COM  ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;     2.984,19;       224,39;24;       197;         0;
2;RJO;JOI116340-0;13/01/2026;SUBCONTRATO EXPEDICAO;  1431564;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;04532167000154;BMB MODE CE ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;     4.689,63;        72,59;1;         8;         0;
2;RJO;JOI116341-8;13/01/2026;SUBCONTRATO EXPEDICAO;  1431496;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;08363108000150;A R M NITER ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;     4.192,44;       114,49;14;        56;         0;
2;RJO;JOI116342-6;13/01/2026;SUBCONTRATO EXPEDICAO;  1431705;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;17162579001244;LIDER TAXI  ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;     3.307,73;        84,47;2;        24;         0;
2;RJO;JOI116343-4;13/01/2026;SUBCONTRATO EXPEDICAO;   680940;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;04286673000100;DIME DISTRI ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;   110.976,99;     3.080,77;339;     2.914;         0;
2;RJO;JOI116344-2;13/01/2026;SUBCONTRATO EXPEDICAO;   680938;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;02890979000146;KIAN IMPORT ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;    16.175,58;       432,38;49;       211;         0;
2;RJO;JOI116345-1;13/01/2026;SUBCONTRATO EXPEDICAO;   522455;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;13911344000102;A B M COMER ..;RJ;RIO DE JANEIRO;          ;16/01/26; 82;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 14/01/26, 14:02h.;14/01/2026;NAO;    10.323,05;       437,05;29;       419;         0;
2;RJO;JOI116400-7;14/01/2026;SUBCONTRATO EXPEDICAO;   521640;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;20850309000188;BRASCOMMERC ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     1.717,10;        71,38;6;        12;         0;
2;RJO;JOI116401-5;14/01/2026;SUBCONTRATO EXPEDICAO;   522974;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;14032574000156;CAMARC PARA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     3.076,47;        95,74;4;        38;         0;
2;RJO;JOI116402-3;14/01/2026;SUBCONTRATO EXPEDICAO;  1432337;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;09195493000137;AGUAS DAS A ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     1.191,50;        62,86;1;         7;         0;
2;RJO;JOI116403-1;14/01/2026;SUBCONTRATO EXPEDICAO;  1432402;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;34470702000150;ALPHA1 SERV ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     3.865,70;        77,40;4;        17;         0;
2;RJO;JOI116404-0;14/01/2026;SUBCONTRATO EXPEDICAO;  1432345;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;00074569003974;RIO DE JANE ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;       723,50;        59,74;1;         4;         0;
2;RJO;JOI116405-8;14/01/2026;SUBCONTRATO EXPEDICAO;  1432306;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;00074569000100;RIO DE JANE ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     1.037,93;        60,40;1;         8;         0;
2;RJO;JOI116406-6;14/01/2026;SUBCONTRATO EXPEDICAO;  1432416;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;00074569004865;RIO DE JANE ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     4.479,88;        69,80;1;         3;         0;
2;RJO;JOI116407-4;14/01/2026;SUBCONTRATO EXPEDICAO;  1432417;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;30069314008609;AUTO VIACAO ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;       585,81;        61,58;1;         1;         0;
2;RJO;JOI116437-6;14/01/2026;SUBCONTRATO EXPEDICAO;   132201;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;11005768000174;MOVITECK CA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     3.243,11;       213,02;13;       178;         0;
2;RJO;JOI116438-4;14/01/2026;SUBCONTRATO EXPEDICAO;   132129;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;28878479000182;CABOS DE AC ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     6.804,50;       304,63;2;       288;         0;
2;RJO;JOI116439-2;14/01/2026;SUBCONTRATO EXPEDICAO;   523538;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;43355673000177;RETAILER SU ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     1.115,66;        75,77;5;        23;         0;
2;RJO;JOI116440-6;14/01/2026;SUBCONTRATO EXPEDICAO;   523601;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;13911344000102;A B M COMER ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     1.828,39;       172,42;8;       109;         0;
2;RJO;JOI116441-4;14/01/2026;SUBCONTRATO EXPEDICAO;  1432567;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;42310775000103;AGUAS DO RI ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     3.830,50;       192,53;7;        22;         0;
2;RJO;JOI116442-2;14/01/2026;SUBCONTRATO EXPEDICAO;  1432572;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;42644220000106;AGUAS DO RI ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    52.784,07;       992,49;101;       764;         0;
2;RJO;JOI116443-1;14/01/2026;SUBCONTRATO EXPEDICAO;  1432846;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;07171021000208;ESTALEIRO N ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     5.728,50;       185,48;1;         0;         0;
2;RJO;JOI116444-9;14/01/2026;SUBCONTRATO EXPEDICAO;  1432622;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;24002186000186;VIELE COMER ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     7.731,92;        92,45;2;        11;         0;
2;RJO;JOI116445-7;14/01/2026;SUBCONTRATO EXPEDICAO;  1433186;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;95422218001031;METALURGICA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     2.351,81;       185,14;3;        14;         0;
2;RJO;JOI116446-5;14/01/2026;SUBCONTRATO EXPEDICAO;  1432804;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;23030782000107;MSW INDUSTR ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     3.198,27;        67,87;1;         5;         0;
2;RJO;JOI116447-3;14/01/2026;SUBCONTRATO EXPEDICAO;  1433194;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;02712119000465;LITOGRAFIA  ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     1.735,68;        64,01;1;         0;         0;
2;RJO;JOI116448-1;14/01/2026;SUBCONTRATO EXPEDICAO;  1432978;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;27895762000150;CASALITE IN ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     6.427,24;        85,51;1;        13;         0;
2;RJO;JOI116449-0;14/01/2026;SUBCONTRATO EXPEDICAO;  1433020;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;18463305000103;GEO AMBIENT ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     2.571,82;        94,14;5;        37;         0;
2;RJO;JOI116450-3;14/01/2026;SUBCONTRATO EXPEDICAO;  1433069;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;22320881001485;TRADIMAQ SA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     3.932,72;        77,61;1;        13;         0;
2;RJO;JOI116451-1;14/01/2026;SUBCONTRATO EXPEDICAO;   523275;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;32180217000117;CHRONUS MAT ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    12.134,40;       247,53;60;       203;         0;
2;RJO;JOI116452-0;14/01/2026;SUBCONTRATO EXPEDICAO;  1432565;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;29355260001729;TRIUNFO LOG ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    21.552,27;       169,47;6;        59;         0;
2;RJO;JOI116477-5;14/01/2026;SUBCONTRATO EXPEDICAO;   681334;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;23476033001341;BMB MATERIA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    24.638,55;       627,83;34;       411;         0;
2;RJO;JOI116478-3;14/01/2026;SUBCONTRATO EXPEDICAO;   681338;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;23476033000531;BMB MAT DE  ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    44.762,60;     1.064,59;96;       807;         0;
2;RJO;JOI116479-1;14/01/2026;SUBCONTRATO EXPEDICAO;   681446;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;23476033000884;BMB MATERIA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    29.872,49;       881,39;116;       684;         0;
2;RJO;JOI116480-5;14/01/2026;SUBCONTRATO EXPEDICAO;   681346;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;23476033001775;BMB MATERIA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    21.461,51;       523,36;47;       306;         0;
2;RJO;JOI116481-3;14/01/2026;SUBCONTRATO EXPEDICAO;   681352;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;23476033000701;BMB MATERIA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;    12.623,88;       379,82;20;       193;         0;
2;RJO;JOI116482-1;14/01/2026;SUBCONTRATO EXPEDICAO;   681331;10921911000709;FORTLEV IND ..;11040609000100;H. D. LOG TRANS .1;23476033001856;BMB MATERIA ..;RJ;RIO DE JANEIRO;          ;19/01/26; 79;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 16/01/26, 23:49h.;16/01/2026;NAO;     7.659,36;       319,51;8;       105;         0;
2;RJO;JOI116590-9;16/01/2026;SUBCONTRATO EXPEDICAO;  1433331;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;61142063000339;RASSINI-NHK ..;RJ;RIO DE JANEIRO;          ;22/01/26; 76;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 19/01/26, 08:21h.;19/01/2026;NAO;     2.459,22;        63,41;2;         1;         0;
2;RJO;JOI116591-7;16/01/2026;SUBCONTRATO EXPEDICAO;   523969;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;13911344000102;A B M COMER ..;RJ;RIO DE JANEIRO;          ;22/01/26; 76;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 19/01/26, 08:21h.;19/01/2026;NAO;     2.259,04;       243,42;13;       234;         0;
2;RJO;JOI116592-5;16/01/2026;SUBCONTRATO EXPEDICAO;  1433282;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;11267488000134;AVIO DO BRA ..;RJ;RIO DE JANEIRO;          ;22/01/26; 76;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 19/01/26, 08:21h.;19/01/2026;NAO;     1.036,90;        72,76;1;        15;         0;
2;RJO;JOI116593-3;16/01/2026;SUBCONTRATO EXPEDICAO;  1433591;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;08369458000205;COSTA MARIN ..;RJ;RIO DE JANEIRO;          ;22/01/26; 76;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 19/01/26, 08:21h.;19/01/2026;NAO;     1.876,19;        62,17;1;         3;         0;
2;RJO;JOI116594-1;16/01/2026;SUBCONTRATO EXPEDICAO;  1433713;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;07171021000208;ESTALEIRO N ..;RJ;RIO DE JANEIRO;          ;22/01/26; 76;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 19/01/26, 08:21h.;19/01/2026;NAO;     1.596,00;       173,31;1;         0;         0;
2;RJO;JOI116703-1;19/01/2026;SUBCONTRATO EXPEDICAO;  1434266;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;16701716004658;STELLANTIS  ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     4.107,46;        87,00;2;        26;         0;
2;RJO;JOI116704-9;19/01/2026;SUBCONTRATO EXPEDICAO;  1434233;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;13911344000102;A B M COMER ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     1.277,78;        60,91;1;         3;         0;
2;RJO;JOI116705-7;19/01/2026;SUBCONTRATO EXPEDICAO;   524049;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;13911344000102;A B M COMER ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     6.631,65;       143,48;14;        92;         0;
2;RJO;JOI116706-5;19/01/2026;SUBCONTRATO EXPEDICAO;   252780;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;04688927000117;ELETRO HIDR ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     2.523,33;       130,46;10;        91;         0;
2;RJO;JOI116707-3;19/01/2026;SUBCONTRATO EXPEDICAO;   524474;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;46886502000162;BROTHERS CO ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;       290,50;        58,83;1;         1;         0;
2;RJO;JOI116708-1;19/01/2026;SUBCONTRATO EXPEDICAO;  1433935;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;00074569004865;RIO DE JANE ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;    25.781,82;       474,06;12;       405;         0;
2;RJO;JOI116709-0;19/01/2026;SUBCONTRATO EXPEDICAO;  1434117;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;33966391000152;ARES AEROES ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     4.023,95;        68,35;1;         1;         0;
2;RJO;JOI116710-3;19/01/2026;SUBCONTRATO EXPEDICAO;  1434547;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;00074569003974;RIO DE JANE ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;       806,48;        59,92;1;         4;         0;
2;RJO;JOI116711-1;19/01/2026;SUBCONTRATO EXPEDICAO;  1434330;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;29355260001729;TRIUNFO LOG ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;       246,52;        58,73;1;         1;         0;
2;RJO;JOI116712-0;19/01/2026;SUBCONTRATO EXPEDICAO;  1434481;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;95422218001031;METALURGICA ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;       734,15;       171,49;2;         7;         0;
2;RJO;JOI116754-5;19/01/2026;SUBCONTRATO EXPEDICAO;   525106;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;13911344000102;A B M COMER ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     1.699,50;       217,25;10;       205;         0;
2;RJO;JOI116755-3;19/01/2026;SUBCONTRATO EXPEDICAO;  1435102;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;44326884000144;NEW INTER C ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;    16.455,86;       126,13;4;        26;         0;
2;RJO;JOI116756-1;19/01/2026;SUBCONTRATO EXPEDICAO;   525081;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;04648058000105;J J C DUAS  ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     1.264,31;       127,75;4;        90;         0;
2;RJO;JOI116757-0;19/01/2026;SUBCONTRATO EXPEDICAO;   253010;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;20725932000109;VIA BAZAR 6 ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     3.115,13;       311,50;15;       305;         0;
2;RJO;JOI116758-8;19/01/2026;SUBCONTRATO EXPEDICAO;   252872;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;04688927000117;ELETRO HIDR ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     1.239,97;       106,42;4;        59;         0;
2;RJO;JOI116759-6;19/01/2026;SUBCONTRATO EXPEDICAO;   252887;76635689001830;O V D IMP.  C.;11040609000100;H. D. LOG TRANS .1;47061655000133;REI DAS FER ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     1.230,05;        76,01;6;        26;         0;
2;RJO;JOI116760-0;19/01/2026;SUBCONTRATO EXPEDICAO;  1434786;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;15151688000188;CERAMICA ES ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     1.600,14;        73,95;1;        10;         0;
2;RJO;JOI116761-8;19/01/2026;SUBCONTRATO EXPEDICAO;  1434733;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;03485692001418;HANSA-FLEX  ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     3.227,46;        65,83;3;        10;         0;
2;RJO;JOI116762-6;19/01/2026;SUBCONTRATO EXPEDICAO;  1434834;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;08369458000205;COSTA MARIN ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;     4.438,70;       115,25;21;        67;         0;
2;RJO;JOI116763-4;19/01/2026;SUBCONTRATO EXPEDICAO;  1434993;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;16099194000326;ELETRODATA  ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;       589,30;        59,46;1;         6;         0;
2;RJO;JOI116764-2;19/01/2026;SUBCONTRATO EXPEDICAO;  1435420;92664028002519;FERRAMENTAS ..;11040609000100;H. D. LOG TRANS .1;61142063000339;RASSINI-NHK ..;RJ;RIO DE JANEIRO;          ;23/01/26; 75;JOI;RJO;RJO;;84;Chegada na unidade RIO DE JANEIRO em 21/01/26, 03:50h.;21/01/2026;NAO;       322,28;        58,89;1;         3;         0;
