0;INEA E PCT TRANSPORTES EIRELI;FATURAS VENCIDAS;08/04/2026;12:59
1;Fatura;Emissao;CNPJ pagador;Nome pagador;ClienteABC;Cidade pagador;UF pagador;UnidResp;Vendedor;Banco;Valor;Vencimento;DiasAtraso;Saldo
2;0006093-3;22/12/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;6148,44;12/01/26;86;6148,44
2;0006102-6;29/12/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;2030,72;19/01/26;79;2030,72
2;0006113-1;05/01/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;6953,49;26/01/26;72;6953,49
2;0006129-8;12/01/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;8445,60;02/02/26;65;8445,60
2;0003221-2;16/01/23;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;30,77;06/02/23;1157;30,77
2;0006147-6;19/01/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;13733,52;09/02/26;58;13733,52
2;0006166-2;26/01/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;21033,81;16/02/26;51;21033,81
2;0006188-3;02/02/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;17055,33;23/02/26;44;17055,33
2;0003283-2;06/02/23;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;37,97;27/02/23;1136;37,97
2;0006205-7;09/02/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;26824,74;02/03/26;37;26824,74
2;0005298-1;10/02/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;34274,32;03/03/25;401;34274,32
2;0006229-4;16/02/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;20796,21;09/03/26;30;20796,21
2;0005313-9;17/02/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;338,15;10/03/25;394;338,15
2;0006248-1;23/02/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;20218,72;16/03/26;23;20218,72
2;0005331-7;24/02/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;564,07;17/03/25;387;564,07
2;0006275-8;02/03/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;17737,54;23/03/26;16;17737,54
2;0005348-1;03/03/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;1961,02;24/03/25;380;1961,02
2;0006295-2;09/03/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;17324,42;30/03/26;9;17324,42
2;0005359-7;10/03/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;1978,36;31/03/25;373;1978,36
2;0006323-1;16/03/26;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;15451,28;06/04/26;2;15451,28
2;0005373-2;17/03/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;746,47;07/04/25;366;746,47
2;0005388-1;24/03/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;470,84;14/04/25;359;470,84
2;0001543-1;29/03/21;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;162,03;19/04/21;1815;162,03
2;0005402-0;31/03/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;2735,25;21/04/25;352;2735,25
2;0005419-4;07/04/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;6070,09;28/04/25;345;6070,09
2;0001574-1;12/04/21;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;355,17;03/05/21;1801;355,17
2;0005436-4;14/04/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;7434,99;05/05/25;338;7434,99
2;0005445-3;21/04/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;3848,79;12/05/25;331;3848,79
2;0004535-7;22/04/24;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;50,74;13/05/24;695;50,74
2;0005462-3;28/04/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;93,42;19/05/25;324;93,42
2;0000091-4;28/04/19;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;2398,18;20/05/19;2515;2398,18
2;0005476-3;05/05/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;8530,00;26/05/25;317;8530,00
2;0002480-5;09/05/22;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;61,38;30/05/22;1409;61,38
2;0000113-9;13/05/19;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;673,94;03/06/19;2501;673,94
2;0005526-3;26/05/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;5592,53;16/06/25;296;5592,53
2;0005545-0;02/06/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;743,29;23/06/25;289;743,29
2;0005563-8;09/06/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;5441,57;30/06/25;282;5441,57
2;0005585-9;16/06/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;4766,27;07/07/25;275;4766,27
2;0005603-1;23/06/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;620,43;14/07/25;268;620,43
2;0005618-9;30/06/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;2108,31;21/07/25;261;2108,31
2;0005633-2;07/07/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;15477,06;28/07/25;254;15477,06
2;0005654-5;14/07/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;8995,85;04/08/25;247;8995,85
2;0001791-4;19/07/21;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;29,51;09/08/21;1703;29,51
2;0005673-1;21/07/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;3513,04;11/08/25;240;3513,04
2;0005695-2;28/07/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;6456,04;18/08/25;233;6456,04
2;0005714-2;04/08/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;10444,63;25/08/25;226;10444,63
2;0003806-7;07/08/23;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;67,47;28/08/23;954;67,47
2;0005731-2;11/08/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;10946,92;01/09/25;219;10946,92
2;0005749-5;18/08/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;11436,24;08/09/25;212;11436,24
2;0005767-3;25/08/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;25501,04;15/09/25;205;25501,04
2;0005782-7;01/09/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;26074,47;22/09/25;198;26074,47
2;0002831-2;05/09/22;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;210,00;26/09/22;1290;210,00
2;0005795-9;08/09/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;11703,30;29/09/25;191;11703,30
2;0005817-3;15/09/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;14169,32;06/10/25;184;14169,32
2;0005835-1;22/09/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;18691,21;13/10/25;177;18691,21
2;0002897-5;26/09/22;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;6,00;17/10/22;1269;6,00
2;0005848-3;29/09/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;14989,07;20/10/25;170;14989,07
2;0002920-3;03/10/22;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;61,25;24/10/22;1262;61,25
2;0005865-3;06/10/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;11580,17;27/10/25;163;11580,17
2;0005888-2;13/10/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;11822,71;03/11/25;156;11822,71
2;0005901-3;20/10/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;17916,63;10/11/25;149;17916,63
2;0005037-7;21/10/24;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;52,92;11/11/24;513;52,92
2;0002986-6;24/10/22;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;68,97;14/11/22;1241;68,97
2;0005923-4;27/10/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;15359,48;17/11/25;142;15359,48
2;0005055-5;28/10/24;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;331,45;18/11/24;506;331,45
2;0005944-7;03/11/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;12636,94;24/11/25;135;12636,94
2;0000471-5;04/11/19;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;144,23;25/11/19;2326;144,23
2;0005072-5;04/11/24;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;387,77;25/11/24;499;387,77
2;0005964-1;10/11/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;5537,22;01/12/25;128;5537,22
2;0005982-0;17/11/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;18346,42;08/12/25;121;18346,42
2;0003061-9;21/11/22;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;114,10;12/12/22;1213;114,10
2;0006003-8;24/11/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;7985,89;15/12/25;114;7985,89
2;0003074-1;28/11/22;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;87,07;19/12/22;1206;87,07
2;0006019-4;01/12/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;8590,43;22/12/25;107;8590,43
2;0004143-2;04/12/23;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;239,76;25/12/23;835;239,76
2;0006040-2;08/12/25;11040609000100;H. D. LOG TRANSPORTES LTDA - M;".1";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;14601,33;29/12/25;100;14601,33
2;0003668-4;19/06/23;00007577655724;JOSE ROBERTO MIZAEL DE ALENCAR;".2";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;151,84;03/07/23;1010;151,84
2;0002722-7;01/08/22;21025368000184;L D 209 MATERIAIS ELETRICOS EIRELI;".2";ITAGUAI;RJ;RJO;;CARTEIRA;154,45;15/08/22;1332;154,45
2;0002127-0;07/12/21;21025368000184;L D 209 MATERIAIS ELETRICOS EIRELI;".2";ITAGUAI;RJ;RJO;;CARTEIRA;4003,23;21/12/21;1569;4003,23
2;0004198-0;18/12/23;10240178000163;MARCO ANTONIO PALOMARES ACCARDO - ME;".2";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;105,82;01/01/24;828;105,82
2;0002131-8;07/12/21;14072798001244;NL TINTAS E FERRAGENS LTDA;".2";ITAPERUNA;RJ;RJO;;CARTEIRA;78,86;28/12/21;1562;78,86
2;0004494-6;08/04/24;29980141000442;OCEANICA ENGENHARIA E CONSULTORIA S;".2";RIO DAS OSTRAS;RJ;RJO;;CARTEIRA;539,83;22/04/24;716;539,83
2;0002901-7;26/09/22;07234499000736;OPERSAN RESIDUOS INDUSTRIAIS S/A;".2";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;165,33;10/10/22;1276;165,33
2;0004495-4;08/04/24;68571041000171;OPTOTAL HOYA LTDA;".2";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;2039,96;22/04/24;716;2039,96
2;0003845-8;21/08/23;15155081000176;PABLO LEON DEL NEGRO PERUZZI GOMEZ;".2";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;95,77;05/10/23;916;95,77
2;0004250-1;08/01/24;39718970000162;PLAYFUL BRINQUEDOS EDUCATIVOS E ARTIGOS LUDICOS LTDA;".2";RIO DE JANEIRO;RJ;RJO;;CARTEIRA;75,29;22/01/24;807;75,29
2;0004400-8;04/03/24;45007073000143;ROBERTA KELLY A R FERNANDES 10282895701;".2";CAMPOS DOS GOYTACAZES;RJ;RJO;;CARTEIRA;212,17;18/03/24;751;212,17
2;0006215-4;09/02/26;11363676000166;SR EMBALAGENS PLASTICAS TRES RIOS LTDA;".2";TRES RIOS;RJ;RJO;;SICREDI;190,19;23/02/26;44;190,19
2;0004520-9;15/04/24;30680352000104;TECHSHORE COMERCIO E SERVICOS LTDA;".2";NITEROI;RJ;RJO;alexsand;CARTEIRA;819,92;29/04/24;709;819,92
2;0001344-7;14/12/20;00030073544809;ARIANE LORENZI DO NASCIMENTO;".2";SAO BERNARDO DO CAMPO;SP;SPO;;CARTEIRA;139,61;28/12/20;1927;139,61
2;0003167-4;26/12/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;43,78;09/01/23;1185;43,78
2;0002310-8;28/02/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;24,93;14/03/22;1486;24,93
2;0003355-3;06/03/23;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;166,36;20/03/23;1115;166,36
2;0003420-7;27/03/23;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;82,15;10/04/23;1094;82,15
2;0003522-0;01/05/23;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;149,35;15/05/23;1059;149,35
2;0003667-6;19/06/23;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;124,35;03/07/23;1010;124,35
2;0002632-8;04/07/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;95,40;18/07/22;1360;95,40
2;0002676-0;18/07/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;55,92;01/08/22;1346;55,92
2;0003807-5;07/08/23;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;40,47;21/08/23;961;40,47
2;0003820-2;14/08/23;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;88,50;28/08/23;954;88,50
2;0002765-1;15/08/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;26,95;29/08/22;1318;26,95
2;0002784-7;22/08/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;23,99;05/09/22;1311;23,99
2;0002854-1;12/09/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;32,37;26/09/22;1290;32,37
2;0003915-2;18/09/23;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;18,80;02/10/23;919;18,80
2;0002898-3;26/09/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;30,89;10/10/22;1276;30,89
2;0002941-6;10/10/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;35,10;24/10/22;1262;35,10
2;0003041-4;14/11/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;93,04;28/11/22;1227;93,04
2;0003062-7;21/11/22;11040609000372;H.D LOG TRANSPORTES LTDA-ME;".2";GUARULHOS;SP;SPO;;CARTEIRA;56,38;05/12/22;1220;56,38
2;0001331-5;07/12/20;00031722859873;HENRIQUE CANTARINI;".2";SANTO ANDRE;SP;SPO;;CARTEIRA;168,00;21/12/20;1934;168,00
2;0001351-0;14/12/20;00031722859873;HENRIQUE CANTARINI;".2";SANTO ANDRE;SP;SPO;;CARTEIRA;272,00;28/12/20;1927;272,00
2;0002129-6;07/12/21;00038715277852;YELIS CARLA STRAMASSO;".2";MAUA;SP;SPO;;CARTEIRA;185,00;14/12/21;1576;185,00
