0;INEA E PCT TRANSPORTES EIRELI;CTRCS DISPONIVEIS PARA FATURAR 30/90 DIAS;08/04/2026;06:05
1;CTRC;Emissao;Tipo documento;CPNJ Pagador;Nome Pagador;ABC;Cidade Pagador;UF Pagador;Vendedor;UnidResp;Tipo Cobranca;Transportar;ValorFrete;Tipo Frete;Cod ult ocorrencia;Descricao ult ocorrencia;Data ult ocorrencia;Localizacao atual;Comprovante Escaneado
2;JOI121265-6;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;216,88;CIF;84;CHEGADA NA UNIDADE DE DESTINO;31/03/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: LTB8G40;NAO
2;JOI121266-4;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;369,15;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;02/04/26;HDS RJO - NO ARMAZEM DA UNIDADE HDLOGSUL RJ;NAO
2;JOI121267-2;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;350,74;CIF;85;SAIDA PARA ENTREGA;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LRH9E70. ROMANEIO 046771-5. EMISSAO: 07/04/26;NAO
2;JOI121270-2;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;345,39;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KPT9D90. ROMANEIO 046787-1. EMISSAO: 08/04/26;NAO
2;JOI121272-9;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;198,24;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KQS8381. ROMANEIO 046789-8. EMISSAO: 08/04/26;NAO
2;JOI121275-3;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;1050,39;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;02/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LMB2857. ROMANEIO 046738-3. EMISSAO: 02/04/26;NAO
2;JOI121276-1;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;283,10;CIF;84;CHEGADA NA UNIDADE DE DESTINO;31/03/26;MTD DQX-Subcontrato emitido com 10 volumes e 78 Kg. Destino: RJ/CAMPOS DOS GOYTACAZES. Previsao de entrega: 07/04/26;NAO
2;JOI121279-6;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;201,90;CIF;85;SAIDA PARA ENTREGA;07/04/26;HDS RJO - EM ENTREGA;NAO
2;JOI121281-8;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;216,42;CIF;84;CHEGADA NA UNIDADE DE DESTINO;31/03/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: RKY5F13;NAO
2;JOI121282-6;27/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;268,88;CIF;84;CHEGADA NA UNIDADE DE DESTINO;31/03/26;MTD DQX-Subcontrato emitido com 12 volumes e 53 Kg. Destino: RJ/MACAE. Previsao de entrega: 09/04/26;NAO
2;JOI121342-3;30/03/26;Normal;26228317000173�;A FABRICA - SUPLEMENTOS ALIMENTARES;"C";RIO BONITO;RJ;;JOI;BANCO;SIM;148,54;FOB;83;CHEGADA NA UNIDADE;02/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: LTB8G40;NAO
2;JOI121362-8;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;301,14;CIF;35;AGUARDANDO AGENDAMENTO DO CLIENTE;06/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121365-2;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;1067,47;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KQS8381. ROMANEIO 046789-8. EMISSAO: 08/04/26;NAO
2;JOI121368-7;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;280,94;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KWL8E73. ROMANEIO 046791-0. EMISSAO: 08/04/26;NAO
2;JOI121369-5;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;702,11;CIF;35;AGUARDANDO AGENDAMENTO DO CLIENTE;06/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121370-9;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;249,09;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KWL9C71. ROMANEIO 046792-8. EMISSAO: 08/04/26;NAO
2;JOI121371-7;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;195,51;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE SAO JOAO DE MERITI. VEICULO: LRI3A43. ROMANEIO 046790-1. EMISSAO: 08/04/26;NAO
2;JOI121372-5;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;343,47;CIF;15;ENTREGA AGENDADA PELO CLIENTE;07/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121373-3;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;196,30;CIF;35;AGUARDANDO AGENDAMENTO DO CLIENTE;06/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121374-1;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;195,76;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LMB2857. ROMANEIO 046767-7. EMISSAO: 07/04/26;NAO
2;JOI121375-0;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;396,39;CIF;15;ENTREGA AGENDADA PELO CLIENTE;07/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121376-8;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;935,16;CIF;66;CLIENTE INFORMA EXPEDICAO DE NOVA MERCADORIA;06/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121377-6;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;268,68;CIF;16;MERCAD RETIDA ATEH SEGUNDA ORDEM;02/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121378-4;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;328,42;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: LTB8G40;NAO
2;JOI121381-4;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;329,67;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LMB2857. ROMANEIO 046767-7. EMISSAO: 07/04/26;NAO
2;JOI121382-2;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;436,42;CIF;35;AGUARDANDO AGENDAMENTO DO CLIENTE;07/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: LTB8G40;NAO
2;JOI121383-1;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;275,45;CIF;38;CLIENTE RECUSA RECEBER MERCADORIA;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LRH9E70. ROMANEIO 046771-5. EMISSAO: 07/04/26;NAO
2;JOI121384-9;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;527,53;CIF;15;ENTREGA AGENDADA PELO CLIENTE;07/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121385-7;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;274,05;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE SAO GONCALO. VEICULO: KWL9C56. ROMANEIO 046796-1. EMISSAO: 08/04/26;NAO
2;JOI121386-5;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;326,10;CIF;83;CHEGADA NA UNIDADE;02/04/26;MTD DQX-Subcontrato emitido com 17 volumes e 111 Kg. Destino: RJ/CAMPOS DOS GOYTACAZES. Previsao de entrega: 09/04/26;NAO
2;JOI121388-1;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;313,16;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: RKY5F13;NAO
2;JOI121389-0;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;272,70;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: LTB8G40;NAO
2;JOI121390-3;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;283,49;CIF;83;CHEGADA NA UNIDADE;02/04/26;MTD DQX-Subcontrato emitido com 4 volumes e 66 Kg. Destino: RJ/MACAE. Previsao de entrega: 14/04/26;NAO
2;JOI121391-1;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;675,22;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LUP6010. ROMANEIO 046788-0. EMISSAO: 08/04/26;NAO
2;JOI121392-0;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;529,99;CIF;85;SAIDA PARA ENTREGA;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LMB2857. ROMANEIO 046767-7. EMISSAO: 07/04/26;NAO
2;JOI121393-8;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;444,26;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: LTB8G40;NAO
2;JOI121394-6;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;242,77;CIF;83;CHEGADA NA UNIDADE;02/04/26;MTD DQX-Subcontrato emitido com 3 volumes e 27 Kg. Destino: RJ/GUAPIMIRIM. Previsao de entrega: 15/04/26;NAO
2;JOI121396-2;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;220,25;CIF;83;CHEGADA NA UNIDADE;02/04/26;MTD DQX-Subcontrato emitido com 5 volumes e 21 Kg. Destino: RJ/CAMPOS DOS GOYTACAZES. Previsao de entrega: 09/04/26;NAO
2;JOI121399-7;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;682,17;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KQS8381. ROMANEIO 046789-8. EMISSAO: 08/04/26;NAO
2;JOI121400-4;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;288,64;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDS HDL - NO ARMAZEM DA UNIDADE HDL;NAO
2;JOI121401-2;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;277,84;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KQY3I22. ROMANEIO 046795-2. EMISSAO: 08/04/26;NAO
2;JOI121403-9;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;235,35;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: RKY5F13;NAO
2;JOI121404-7;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;258,95;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LRH9E70. ROMANEIO 046794-4. EMISSAO: 08/04/26;NAO
2;JOI121405-5;30/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;243,23;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE DUQUE DE CAXIAS. VEICULO: LRI3A43. ROMANEIO 046790-1. EMISSAO: 08/04/26;NAO
2;JOI121487-0;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;302,22;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KPT4I23. ROMANEIO 046766-9. EMISSAO: 07/04/26;NAO
2;JOI121488-8;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;622,65;CIF;35;AGUARDANDO AGENDAMENTO DO CLIENTE;06/04/26;HDL RJO-Subcontrato autorizado com 45 volumes e 218 Kg. Destino: RJ/RIO DE JANEIRO. Previsao de entrega: 07/04/26;NAO
2;JOI121489-6;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;1590,33;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LRH9E70. ROMANEIO 046794-4. EMISSAO: 08/04/26;NAO
2;JOI121490-0;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;1636,08;CIF;15;ENTREGA AGENDADA PELO CLIENTE;07/04/26;HDL RJO-Subcontrato autorizado com 38 volumes e 769 Kg. Destino: RJ/DUQUE DE CAXIAS. Previsao de entrega: 07/04/26;NAO
2;JOI121491-8;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;742,78;CIF;15;ENTREGA AGENDADA PELO CLIENTE;07/04/26;HDL RJO-Subcontrato autorizado com 15 volumes e 263 Kg. Destino: RJ/SAO JOAO DE MERITI. Previsao de entrega: 07/04/26;NAO
2;JOI121492-6;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;946,66;CIF;66;CLIENTE INFORMA EXPEDICAO DE NOVA MERCADORIA;07/04/26;HDL RJO-Subcontrato autorizado com 22 volumes e 304 Kg. Destino: RJ/RIO DE JANEIRO. Previsao de entrega: 07/04/26;NAO
2;JOI121493-4;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;183,43;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LMB2857. ROMANEIO 046767-7. EMISSAO: 07/04/26;NAO
2;JOI121494-2;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;244,99;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDL RJO-Subcontrato autorizado com 3 volumes e 31 Kg. Destino: RJ/VOLTA REDONDA. Previsao de entrega: 10/04/26;NAO
2;JOI121495-1;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;208,39;CIF;13;ENTREGA PREJUDICADA PELO HORARIO OU TRANSITO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LMB2857. ROMANEIO 046767-7. EMISSAO: 07/04/26;NAO
2;JOI121496-9;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;229,40;CIF;85;SAIDA PARA ENTREGA;07/04/26;HDS RJO - EM ENTREGA;NAO
2;JOI121497-7;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;343,24;CIF;13;ENTREGA PREJUDICADA PELO HORARIO OU TRANSITO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LUP6010. ROMANEIO 046775-8. EMISSAO: 07/04/26;NAO
2;JOI121498-5;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;269,26;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: RKY5F13;NAO
2;JOI121501-9;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;230,94;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDL RJO-Subcontrato autorizado com 3 volumes e 25 Kg. Destino: RJ/PARATY. Previsao de entrega: 13/04/26;NAO
2;JOI121503-5;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;271,38;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LRH9E70. ROMANEIO 046794-4. EMISSAO: 08/04/26;NAO
2;JOI121504-3;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;278,41;CIF;83;CHEGADA NA UNIDADE;02/04/26;HDL RJO-Subcontrato autorizado com 4 volumes e 76 Kg. Destino: RJ/SAO JOAO DE MERITI. Previsao de entrega: 07/04/26;NAO
2;JOI121505-1;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;266,55;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE SAO JOAO DE MERITI. VEICULO: LRI3A43. ROMANEIO 046790-1. EMISSAO: 08/04/26;NAO
2;JOI121506-0;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;261,11;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE SAO GONCALO. VEICULO: KWL9C56. ROMANEIO 046796-1. EMISSAO: 08/04/26;NAO
2;JOI121508-6;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;314,30;CIF;85;SAIDA PARA ENTREGA;07/04/26;HDS RJO - EM ENTREGA;NAO
2;JOI121509-4;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;689,50;CIF;98;PENDENCIA SOLUCIONADA;07/04/26;HDL RJO-Subcontrato autorizado com 33 volumes e 225 Kg. Destino: RJ/RIO DE JANEIRO. Previsao de entrega: 08/04/26;NAO
2;JOI121510-8;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;295,15;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LMB2857. ROMANEIO 046767-7. EMISSAO: 07/04/26;NAO
2;JOI121511-6;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;410,56;CIF;35;AGUARDANDO AGENDAMENTO DO CLIENTE;06/04/26;HDL RJO-Subcontrato autorizado com 7 volumes e 68 Kg. Destino: RJ/RIO DE JANEIRO. Previsao de entrega: 07/04/26;NAO
2;JOI121514-1;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;336,73;CIF;83;CHEGADA NA UNIDADE;02/04/26;MTD DQX-Subcontrato emitido com 21 volumes e 179 Kg. Destino: RJ/CAMPOS DOS GOYTACAZES. Previsao de entrega: 09/04/26;NAO
2;JOI121517-5;31/03/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;308,84;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KQY3I22. ROMANEIO 046795-2. EMISSAO: 08/04/26;NAO
2;JOI121547-7;01/04/26;Normal;13107587000184�;TOP BARTENDER EVENTOS LTDA;"";RIO DE JANEIRO;RJ;;JOI;BANCO;SIM;247,45;FOB;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KQY3I22. ROMANEIO 046795-2. EMISSAO: 08/04/26;NAO
2;JOI121585-0;01/04/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;5249,02;CIF;34;MERCADORIA EM CONFERENCIA NO DESTINATARIO;07/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KWL8E73. ROMANEIO 046778-2. EMISSAO: 07/04/26;NAO
2;JOI121586-8;01/04/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;429,15;CIF;83;CHEGADA NA UNIDADE;04/04/26;HDS RJO - HDLOGSUL RJ - APONTADO PARA ENTREGA - VEICULO: LTB8G40;NAO
2;JOI121587-6;01/04/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;211,19;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: LUP6010. ROMANEIO 046788-0. EMISSAO: 08/04/26;NAO
2;JOI121588-4;01/04/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;681,84;CIF;83;CHEGADA NA UNIDADE;04/04/26;HDL RJO-Subcontrato autorizado com 38 volumes e 300 Kg. Destino: RJ/RIO DE JANEIRO. Previsao de entrega: 07/04/26;NAO
2;JOI121589-2;01/04/26;Normal;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;"A1";JOINVILLE;SC;alexsand;JOI;CARTEIRA;SIM;252,43;CIF;85;SAIDA PARA ENTREGA;08/04/26;HDL RJO-EM ENTREGA NA CIDADE DE RIO DE JANEIRO. VEICULO: KQY3I22. ROMANEIO 046795-2. EMISSAO: 08/04/26;NAO
