0;INEA E PCT TRANSPORTES EIRELI;FRETE A VISTA NAO LIQUIDADO - EXCEL;08/04/2026;14:11
1;TIPO;CTRC;EMISSAO;USUARIO;CNPJ;PAGADOR;CIDADE PAGADOR;UF PAGADOR;VENDEDOR;UNID ORIGEM;UNID DESTINO;UNID COBRANCA;ROMANEIO;EMISSAO;PLACA;VALOR;VENCIME;ATRASO;MM;PIX;COD ULT OCORRENCIA;DESCRICAO ULT OCORRENCIA;DATA ULT OCORRENCIA;LOCALIZACAO ATUAL
2;CIF;JOI034009-0;22/06/21;leonardo;31541869000177;INEIA E PCT TRANSPORTERS;JOINVILLE;SC;;JOI;JOI;JOI;;;;0,01;22/06/21;1751;M ;;0;;        ;
